"Pompano Beach","Pompano Beach"
"Broken Arrow","Broken Arrow"
"North Charleston","North Charleston"
"West Palm Beach","West Palm Beach"
"Boulder","Boulder"
"Rialto","Rialto"
"Santa Maria","Santa Maria"
"El Cajon","El Cajon"
"Davenport","Davenport"
"Erie","Erie"
"Las Cruces","Las Cruces"
"South Bend","South Bend"
"Flint","Flint"
"Kenosha","Kenosha"
