theavtimes.com,1
www.topix.com,101
abclocal.go.com,24
www.avpress.com,1
www.cityofpalmdale.org,1
www.dailynews.com,1
losangeles.cbslocal.com,5
www.usnews.com,1
www.ksbw.com,2
www.thecalifornian.com,1
www.kionrightnow.com,1
news.salinaspd.com,1
www.facebook.com,34
www.ky3.com,1
wwlp.com,1
www.news-leader.com,1
www.masslive.com,2
www.wics.com,1
www.kspr.com,1
www.cbs3springfield.com,1
www.springfieldnewssun.com,1
www.pasadenastarnews.com,2
ktla.com,2
www.legacy.com,12
www.pasadenanow.com,1
pasadena-ca.patch.com,1
www.wifr.com,1
www.wrex.com,1
www.rrstar.com,2
mystateline.com,1
www.mystateline.com,1
rockfordscanner.com,1
www.dailybulletin.com,1
www.pomona.edu,1
homicide.latimes.com,2
www.streetgangs.com,1
twitter.com,6
colleges.usnews.rankingsandreviews.com,9
www.insidebayarea.com,2
www.1stheadlines.com,2
www.mercurynews.com,5
www.ktvu.com,1
www.haywardwi.com,1
www.coloradoan.com,2
www.denverpost.com,4
www.9news.com,2
fortcollins.kdvr.com,1
www.fcgov.com,1
www.theherald-news.com,1
joliet.patch.com,1
www.chicagotribune.com,4
www.utsandiego.com,8
police.escondido.org,1
www.10news.com,3
www.cbs8.com,3
www.kctv5.com,1
www.kmbc.com,1
fox4kc.com,2
www.kansascity.com,3
www.kshb.com,2
www.dailybreeze.com,3
www.torranceca.gov,1
www.nbclosangeles.com,5
www.ctpost.com,4
www.thebridgeportnews.com,1
www.bridgeportnews.net,2
www.bridgeportwvnews.com,1
www.doingitlocal.com,1
www.alexandrianews.org,1
alextimes.com,1
www.washingtonpost.com,1
www.wusa9.com,1
www.kalb.com,1
oldtownalexandria.patch.com,1
www.wjla.com,1
sunnyvale.ca.gov,3
breakingsunnyvalenews.com,1
www.carynews.com,2
www.wral.com,1
www.wncn.com,1
www.newsobserver.com,1
carycitizen.com,1
www.cleveland.com,2
www.app.com,1
www.thedenverchannel.com,4
www.thelakewoodscoop.com,1
www.thenewstribune.com,1
www.nj.com,6
hollywoodlife.com,1
www.hollywoodreporter.com,1
www.thehollywoodgossip.com,1
www.accesshollywood.com,1
www.tmz.com,1
